"statistikkvariabel"	"statistikkmål"	"yrke"	"sektor"	"næring (SN2007)"	"kjønn"	"2015 I alt"	"2015 Heltidsansatte"	"2015 Deltidsansatte"	"2016 I alt"	"2016 Heltidsansatte"	"2016 Deltidsansatte"	"2017 I alt"	"2017 Heltidsansatte"	"2017 Deltidsansatte"	"2018 I alt"	"2018 Heltidsansatte"	"2018 Deltidsansatte"	"2019 I alt"	"2019 Heltidsansatte"	"2019 Deltidsansatte"	"2020 I alt"	"2020 Heltidsansatte"	"2020 Deltidsansatte"	"2021 I alt"	"2021 Heltidsansatte"	"2021 Deltidsansatte"	"2022 I alt"	"2022 Heltidsansatte"	"2022 Deltidsansatte"
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"61 Telekommunikasjon"	"Kvinner"	37460	37840	:	38940	39220	:	39960	40210	:	41530	42060	:	43950	44270	:	44850	45230	:	46350	46840	:	50000	50800	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"62 IT-tjenester"	"Begge kjønn"	41770	42740	36440	42990	44040	37140	43680	44760	37190	45420	46520	38470	44020	45010	38650	44770	45650	40210	46850	47900	40850	47730	48610	41760
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"62 IT-tjenester"	"Menn"	47860	49130	:	47780	48820	:	47820	49020	34140	49450	50310	37520	46480	47630	35940	46310	47200	39220	48140	49090	40060	48740	49500	39630
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"62 IT-tjenester"	"Kvinner"	38790	39240	36820	40440	41090	37770	41310	42020	37990	42750	43660	38710	42760	43530	39390	43920	44710	40540	46080	47120	41140	47150	48050	42360
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"63 Informasjonstjenester"	"Begge kjønn"	37630	38320	:	37530	37850	:	38350	38660	:	39220	39540	:	40530	41220	:	41830	41810	:	43710	44050	:	46260	47170	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"63 Informasjonstjenester"	"Menn"	38490	:	:	37740	:	:	37660	:	:	38460	38900	:	40530	41190	:	41240	41370	:	42600	43000	:	46160	46910	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"63 Informasjonstjenester"	"Kvinner"	37160	37590	:	37420	37410	:	38800	38930	:	39730	40010	:	40540	41240	:	42180	42100	:	44390	44730	:	46320	47340	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"64.1_65.1-65.3 Bank- og forsikringsvirksomhet"	"Begge kjønn"	40270	41770	34750	41510	42500	36390	42970	43860	37710	44070	45010	38000	46490	47420	40210	48640	49620	41830	49980	50780	44400	53610	54560	46260
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"64.1_65.1-65.3 Bank- og forsikringsvirksomhet"	"Menn"	40710	42880	:	42540	43350	:	43140	43820	:	44800	45890	:	47520	48610	:	50460	51750	:	50610	51390	:	55690	56750	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"64.1_65.1-65.3 Bank- og forsikringsvirksomhet"	"Kvinner"	40120	41410	35340	41160	42190	36590	42910	43870	37780	43770	44630	38550	45990	46830	40640	47700	48530	41670	49660	50470	43780	52580	53480	45360
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting"	"Begge kjønn"	42790	43970	36350	44380	45610	37010	43440	44270	38600	43560	44180	38960	44970	45620	40400	46170	46590	42890	48500	49190	43070	51300	52050	45560
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting"	"Menn"	45680	48090	:	44220	46200	:	44250	45700	:	43530	44510	:	46000	46710	:	47050	47870	:	49650	50470	:	52590	53130	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting"	"Kvinner"	41720	42470	37580	44440	45370	38980	43110	43660	40260	43570	44060	40210	44580	45200	40490	45810	46050	44000	48000	48620	43200	50730	51570	44290
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"68.2 Utleie av egen eller leid fast eiendom"	"Begge kjønn"	37850	38570	36250	38430	38960	37450	39800	40290	38830	41220	42290	38790	42190	42980	40520	43020	44410	40200	44430	45890	41450	46630	47470	44970
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"68.2 Utleie av egen eller leid fast eiendom"	"Menn"	39020	40210	36150	39100	40510	35210	41540	43230	36980	43670	45510	38570	43340	45100	39030	42530	44820	37520	42530	44040	38870	44760	46100	41520
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"68.2 Utleie av egen eller leid fast eiendom"	"Kvinner"	37510	38070	36270	38250	38460	37890	39300	39330	39240	40510	41280	38850	41850	42320	40900	43170	44280	40980	45080	46570	42190	47340	48030	46060
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"68.31 Eiendomsmegling"	"Begge kjønn"	36200	36570	35000	37610	37590	37650	40320	40630	39050	41360	41690	39970	43200	43440	41920	44410	44910	41870	45830	46370	43330	49000	49970	44560
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"68.31 Eiendomsmegling"	"Menn"	:	:	:	:	:	:	39750	:	:	41760	:	:	42980	:	:	43650	:	:	49810	:	:	52560	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"68.31 Eiendomsmegling"	"Kvinner"	36360	36520	35830	38010	37810	38690	40460	40520	40180	41230	41300	40950	43290	43400	42810	44670	45350	:	44390	44400	44330	47840	48480	44910
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"69 Juridisk og regnskapsmessig tjenesteyting"	"Begge kjønn"	38490	39190	35870	39100	39600	36980	40050	40500	37930	41240	41740	38740	42750	43330	39640	44000	44590	40740	46710	47530	41900	49190	50080	43720
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"69 Juridisk og regnskapsmessig tjenesteyting"	"Menn"	41040	41520	36170	41160	41700	35670	41930	42380	36910	43090	43550	37310	44440	44890	38410	45530	46020	39600	48370	49030	39980	50750	51480	42240
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"69 Juridisk og regnskapsmessig tjenesteyting"	"Kvinner"	37580	38170	35830	38330	38670	37170	39310	39640	38090	40490	40880	38950	42050	42580	39830	43380	43930	40930	45970	46780	42240	48440	49340	44050
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"70 Hovedkontortjenester, administrativ rådgivning"	"Begge kjønn"	37050	37080	36930	39020	39780	36170	40320	41240	37200	41820	42620	38580	42710	43750	38680	43410	44590	39250	45550	47080	40460	48360	50290	41710
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"70 Hovedkontortjenester, administrativ rådgivning"	"Menn"	35860	36000	:	41580	42510	35930	42230	43390	36070	44320	45110	39160	43240	44710	35910	44600	46500	36210	46190	48110	38240	50370	53510	38420
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"70 Hovedkontortjenester, administrativ rådgivning"	"Kvinner"	37600	37650	37410	38130	38710	36230	39670	40430	37430	40920	41630	38460	42510	43370	39470	42940	43790	40190	45290	46630	41180	47570	48990	42870
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"71 Arkitekter og tekniske konsulenter"	"Begge kjønn"	40310	40890	38140	41010	41900	37890	41550	42180	38940	43540	44430	39780	46160	47120	41970	47050	47970	43020	48490	49430	44110	51430	52410	46600
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"71 Arkitekter og tekniske konsulenter"	"Menn"	42420	43470	35910	42320	43320	34790	42450	43100	36850	44740	45760	36200	46760	47760	38260	48610	49620	40450	49210	50000	42160	51600	52240	45690
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"71 Arkitekter og tekniske konsulenter"	"Kvinner"	39730	40100	38510	40660	41460	38280	41290	41870	39230	43180	43990	40300	45970	46890	42560	46540	47360	43460	48230	49200	44440	51370	52480	46790
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"72 Forskning og utviklingsarbeid"	"Begge kjønn"	42310	42950	39310	43560	44170	40710	45150	45850	42250	46110	46680	43020	47140	47680	44230	49040	49700	45140	49450	50230	44380	52740	53160	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"72 Forskning og utviklingsarbeid"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"72 Forskning og utviklingsarbeid"	"Kvinner"	42250	42840	:	43300	43810	:	44760	45460	42040	45690	45990	:	47110	47480	:	49110	49610	:	49510	50070	:	52260	52640	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"73 Reklamevirksomhet og markedsundersøkelser"	"Begge kjønn"	32370	37030	27180	33890	36600	26670	34340	36670	27730	34250	36480	28000	34180	36360	28340	37650	41540	29870	39490	43960	29630	39660	42470	31920
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"73 Reklamevirksomhet og markedsundersøkelser"	"Menn"	31690	36960	26640	34010	37050	26000	34610	37740	26610	35190	38100	26990	33690	35900	27350	37540	42560	28910	39010	44600	28850	39040	42610	31290
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"73 Reklamevirksomhet og markedsundersøkelser"	"Kvinner"	32980	37090	27740	33800	36270	27160	34140	35900	28700	33440	35090	28850	34590	36760	29100	37740	40830	30760	39850	43530	30370	40070	42390	32490
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"77 Utleie- og leasingvirksomhet"	"Begge kjønn"	36420	37090	32950	36770	37000	34950	37540	37720	36130	38450	38670	36440	39860	40100	37410	39690	39860	37490	40980	41100	39430	42440	42640	39960
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"77 Utleie- og leasingvirksomhet"	"Menn"	36160	36960	30470	36540	36880	32430	37290	37620	32910	38050	38320	33530	39410	39720	:	38640	38850	:	39320	39420	:	41110	41320	37350
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"77 Utleie- og leasingvirksomhet"	"Kvinner"	36780	37300	34890	37100	37180	36670	37930	37890	38120	39160	39370	38170	40530	40720	39310	41550	41840	39570	44260	44740	40960	44710	45040	42030
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"78 Arbeidskrafttjenester"	"Begge kjønn"	32310	33400	30870	32910	33400	32090	33440	33530	33200	34880	35000	34510	36690	37080	35400	36890	37000	36410	39000	39160	38490	40630	40820	39820
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"78 Arbeidskrafttjenester"	"Menn"	31440	32380	30260	32050	32300	31570	32640	32470	33150	34070	33990	34340	36110	36390	35130	36490	36540	36240	38850	38870	38790	40210	40190	40310
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"78 Arbeidskrafttjenester"	"Kvinner"	33140	34340	31490	33780	34610	32550	34270	34650	33260	35760	36140	34680	37350	37920	35680	37410	37580	36620	39190	39520	38050	41170	41640	39180
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"79 Reisebyråer og reisearrangører"	"Begge kjønn"	36070	36680	33590	36410	36810	34610	37410	37830	35460	38480	39000	35840	39740	40170	37170	37170	38740	32250	40940	41760	36630	43570	44070	39830
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"79 Reisebyråer og reisearrangører"	"Menn"	38800	39670	31450	38400	38830	33690	40080	40670	34820	41030	41440	36950	42110	42530	36360	39850	41110	32500	43520	44620	34880	46590	47240	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"79 Reisebyråer og reisearrangører"	"Kvinner"	35360	35790	33850	35880	36180	34710	36690	36970	35550	37780	38260	35690	39080	39450	37260	36420	37960	32220	40250	40930	36940	42750	43160	39950
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"80 Vakttjeneste og etterforsking"	"Begge kjønn"	34040	34540	:	36530	36800	:	36740	37210	:	38880	39230	:	38890	39000	:	39610	39980	37500	40460	41580	36710	42100	42360	40860
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"80 Vakttjeneste og etterforsking"	"Menn"	33610	:	:	37310	:	:	36870	:	:	38340	:	:	38690	:	:	39770	40310	:	40620	42060	36580	42790	43340	40440
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"80 Vakttjeneste og etterforsking"	"Kvinner"	34380	:	:	35900	35950	:	36630	37160	:	39380	39590	:	39050	39060	:	39470	39700	:	40300	41160	:	41370	41360	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"81 Tjenester tilknyttet eiendomsdrift"	"Begge kjønn"	35250	35430	34780	35570	36210	33820	36700	37380	34860	36900	37530	35150	39140	39770	37340	40200	40760	38540	41930	42830	39280	43340	43950	41600
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"81 Tjenester tilknyttet eiendomsdrift"	"Menn"	34520	:	:	34970	35370	:	36300	36940	:	36060	36890	:	38600	39490	:	40710	41300	:	42230	43400	:	43250	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"81 Tjenester tilknyttet eiendomsdrift"	"Kvinner"	35470	35490	35420	35810	36590	33970	36830	37550	35140	37200	37790	35750	39300	39860	37840	40020	40550	38720	41840	42620	39830	43370	43770	42280
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"81.2 Rengjøringsvirksomhet"	"Begge kjønn"	34580	34730	34180	35130	35780	33430	36090	36750	34400	35940	36490	34470	38510	38980	37090	39090	39480	37890	41480	42390	38740	43080	43470	41850
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"81.2 Rengjøringsvirksomhet"	"Menn"	33880	:	:	35210	:	:	35720	:	:	35140	:	:	37350	:	:	39040	:	:	42600	:	:	43880	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"81.2 Rengjøringsvirksomhet"	"Kvinner"	34800	34660	35150	35110	35710	33720	36230	36750	35020	36250	36560	35500	38830	39050	38210	39100	39210	38810	41110	41790	39250	42840	42790	42970
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"82 Forretningsmessig tjenesteyting ellers"	"Begge kjønn"	35040	35620	32440	35020	35460	32820	35760	36050	34240	36830	37070	35290	37910	38220	35830	37990	38300	35960	39610	40070	36910	40980	41520	37750
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"82 Forretningsmessig tjenesteyting ellers"	"Menn"	34790	35550	30020	33890	34500	29950	34400	34720	32130	35410	35640	33490	36690	36990	34300	36780	37280	33140	38400	38890	35280	40140	40780	36030
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"82 Forretningsmessig tjenesteyting ellers"	"Kvinner"	35200	35660	33400	35700	36070	34060	36650	36970	35170	37800	38100	36120	38720	39060	36640	38780	38990	37510	40390	40850	37830	41530	42020	38750
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.11 Generell offentlig administrasjon"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.11 Generell offentlig administrasjon"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.11 Generell offentlig administrasjon"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	:	:	.	:	:	.	:	:	.	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked"	"Kvinner"	.	.	.	.	.	.	.	.	.	:	:	.	:	:	.	:	:	.	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.21 Utenrikssaker"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.21 Utenrikssaker"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.21 Utenrikssaker"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.22 Forsvar"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.22 Forsvar"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.22 Forsvar"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.23 Retts- og fengselsvesen"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.23 Retts- og fengselsvesen"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.23 Retts- og fengselsvesen"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.24 Politi- og påtalemyndighet"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.24 Politi- og påtalemyndighet"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.24 Politi- og påtalemyndighet"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.25 Brannvern"	"Begge kjønn"	.	.	.	:	:	:	:	:	:	:	:	.	:	:	:	:	:	.	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.25 Brannvern"	"Menn"	.	.	.	:	:	:	:	:	:	:	:	.	:	:	:	:	:	.	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.25 Brannvern"	"Kvinner"	.	.	.	:	:	.	:	:	.	.	.	.	:	:	.	:	:	.	:	:	:	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.30 Trygdeordninger underlagt offentlig forvaltning"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.30 Trygdeordninger underlagt offentlig forvaltning"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"84.30 Trygdeordninger underlagt offentlig forvaltning"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"85.1-85.2 Førskole- og grunnskoleundervisning"	"Begge kjønn"	33540	:	33540	34790	:	34480	35970	:	:	36700	:	36760	38550	:	37770	40110	:	39420	41560	:	:	42010	:	40250
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"85.1-85.2 Førskole- og grunnskoleundervisning"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"85.1-85.2 Førskole- og grunnskoleundervisning"	"Kvinner"	33400	:	:	34730	:	:	35670	:	:	36450	:	:	38640	:	:	39620	:	:	40910	:	:	41740	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"85.3 Undervisning på videregående skoles nivå"	"Begge kjønn"	35180	:	:	35570	:	33790	37030	:	35130	38460	:	:	39860	:	37390	40080	:	:	42130	:	:	43140	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"85.3 Undervisning på videregående skoles nivå"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"85.3 Undervisning på videregående skoles nivå"	"Kvinner"	35000	:	:	35510	:	:	36990	:	:	38510	:	:	40030	:	:	40900	:	:	42200	:	:	42720	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"85.4 Undervisning i høyere utdanning"	"Begge kjønn"	34170	:	:	33730	:	:	34700	:	:	37210	:	:	:	:	:	37700	:	:	39770	:	36590	40630	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"85.4 Undervisning i høyere utdanning"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"85.4 Undervisning i høyere utdanning"	"Kvinner"	:	:	:	35400	:	:	:	:	:	:	:	:	:	:	:	:	:	:	39750	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"85.5-85.6 Annen undervisning og tjenester tilknyttet undervisning"	"Begge kjønn"	33580	33900	32990	34610	35060	33710	35140	35470	34510	35990	36360	35220	37550	38240	36140	38170	39120	36360	40460	41190	38980	42340	43050	40850
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"85.5-85.6 Annen undervisning og tjenester tilknyttet undervisning"	"Menn"	32980	:	:	33820	:	31090	34780	:	32850	36170	:	33260	38350	39200	35720	37880	38600	35970	40250	41640	36850	43240	44300	40430
